_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
1994817,0045M00396000000,530 W BURGESS ST,"SEWICKLEY, PA",324.02,0,3,649.43,116.13,Residential,Perry South,6,26,1,26,1,1-12,-80.01632096163817,40.46553350523589
1994818,0046A00224000000,2639 LINWOOD AVE,"PITTSBURGH, PA",65.91,0,3,525.91,207.22,Residential,Perry South,6,26,1,26,1,1-12,-80.01469910366113,40.47136761991519
1994819,0077J00084000000,149 MARSHALL AVE,"PITTSBURGH, PA",1281.58,0,3,1303.22,132.43,Residential,Perry South,6,26,1,26,1,1-23,-80.01308822697149,40.47466003272629
1994820,0045S00039000001,749 CHAUTAUQUA CT,"PITTSBURGH, PA",920.61,0,3,1924.92,31.38,Residential,Perry South,6,25,1,25,1,1-12,-80.01847443989266,40.464247353061275
1994821,0045M00315000000,630 CHESTER AVE,"PITTSBURGH, PA",137.44,0,3,419.38,52.38,Residential,Perry South,6,26,1,26,1,1-12,-80.01804946025888,40.46587972895649
1994822,0077P00073000000,2720 SHERLOCK ST,"PITTSBURGH, PA",0,0,3,742.31,39.2,Residential,Perry South,6,26,1,26,1,1-23,-80.00824065648735,40.47324472072896
1994823,0045H00161000000,718 MAGINN ST,"PITTSBURGH, PA",761.26,0,3,1656.46,78.48,Residential,Perry South,6,26,1,26,1,1-12,-80.01764533773715,40.46872715893974
1994824,0046P00103000000,LITHGOW AVE,"VERONA, PA",15.25,0,3,45.75,5.59,Residential,Perry South,6,25,1,25,1,1-10,-80.01025522233405,40.463452087877656
1994825,0077N00022000000,340 MARSHALL AVE,"PITTSBURGH, PA",0,0,3,1988.14,75.78,Residential,Perry South,6,26,1,26,1,1-23,-80.01591803931511,40.47286345340781
1994826,0045S00060000000,707 CHAUTAUQUA CT,"PITTSBURGH, PA",832.93,0,3,1532.61,137.15,Residential,Perry South,6,25,1,25,1,1-12,-80.01803277845616,40.46372129298943
1994827,0046K00020000000,207 W BURGESS ST,"PITTSBURGH, PA",97.8,0,3,287.85,125.8,Residential,Perry South,6,26,1,26,1,1-12,-80.01159496680215,40.466728265133824
1994828,0046P00101000A00,LITHGOW AVE,"VERONA, PA",0,0,3,15.39,0.42,Residential,Perry South,6,25,1,25,1,1-10,-80.01028517404451,40.463545186233816
1994829,0046E00231000000,2431 MCINTYRE PL,"PITTSBURGH, PA",170.04,0,3,114.29,13.35,Residential,Perry South,6,26,1,26,1,1-12,-80.01301607965233,40.46807954161757
1994830,0046B00179000000,2615 PERRYSVILLE AVE,"PITTSBURGH, PA",1810.72,0,3,3625.76,152.54,Commercial,Perry South,6,26,1,26,1,1-23,-80.00917889385919,40.47140439349366
1994831,0046N00329000000,525 MCCLINTOCK AVE,"PITTSBURGH, PA",0,0,3,1642.08,36.48,Residential,Perry South,6,25,1,25,1,1-10,-80.01449694143211,40.46248692421173
1994832,0046A00212000000,2615 LINWOOD AVE,"PITTSBURGH, PA",230.83,0,3,862.16,119.67,Residential,Perry South,6,26,1,26,1,1-12,-80.01453117951466,40.470575083780815
1994833,0045M00398000000,528 W BURGESS ST,"IRVING, TX",888.95,0,3,2914.94,370.55,Residential,Perry South,6,26,1,26,1,1-12,-80.01620070904613,40.46558259104155
1994834,0077P00142000000,2814 VETERAN ST,"PITTSBURGH, PA",762.42,0,3,2287.26,279.55,Residential,Perry South,6,26,1,26,1,1-23,-80.00915720990022,40.47395317430355
1994835,0077P00379000000,237 KENNEDY AVE,"PITTSBURGH, PA",71.37,0,3,140.12,4.01,Residential,Perry South,6,26,1,26,1,1-23,-80.01195098544613,40.473971010228055
1994836,0023A00157000000,GERANIUM ST,"PITTSBURGH, PA",85.78,0,3,257.34,31.45,Residential,Perry South,6,25,1,25,1,1-10,-80.01449180605388,40.46150984022917
1994837,0046G00161000000,BARK ST,"CINCINNATI, OH",0,0,3,114.16,29.75,Residential,Perry South,6,26,1,26,1,1-22,-80.00367508370627,40.468077751049535
1994838,0046G00214000000,415 E BURGESS ST,"PITTSBURGH, PA",629,0,3,1323.8,276.4,Residential,Perry South,6,26,1,26,1,1-22,-80.00546852233013,40.46821665256188
1994839,0046F00174000000,113 MAYWOOD ST,"MC KEES ROCKS, PA",223.79,0,3,674.88,211.8,Residential,Perry South,6,26,1,26,1,1-12,-80.01112268417705,40.46756253136104
1994840,0045L00004000000,2330 N CHARLES ST,"PITTSBURGH, PA",531.78,0,3,1154.91,71,Residential,Perry South,6,26,1,26,1,1-12,-80.02043613316083,40.46515420842908
1994841,0023A00159000000,GERANIUM ST,"PITTSBURGH, PA",169.64,0,3,508.92,62.2,Residential,Perry South,6,25,1,25,1,1-10,-80.01439450048424,40.46159639031158
1994842,0046J00274000000,CHESTER AVE,"PITTSBURGH, PA",171.54,0,3,506.43,125.91,Residential,Perry South,6,26,1,26,1,1-12,-80.01321380135542,40.46716491458595
1994843,0046J00237000000,316 W BURGESS ST,"PITTSBURGH, PA",756.69,0,3,1297.54,130.75,Residential,Perry South,6,26,1,26,1,1-12,-80.01405975829331,40.46636033722618
1994844,0046N00363000000,611 RIDGEWOOD ST,"PITTSBURGH, PA",66.95,0,3,200.85,24.55,Residential,Perry South,6,25,1,25,1,1-10,-80.01591490792954,40.46247156710741
1994845,0046E00188000000,222 CHESTER AVE,"PITTSBURGH, PA",0,0,3,562.87,105.53,Residential,Perry South,6,26,1,26,1,1-12,-80.012404404578,40.46736635348585
1994846,0077P00068000000,2800 SHERLOCK ST,"PITTSBURGH, PA",1147.42,0,3,2935.05,276.99,Residential,Perry South,6,26,1,26,1,1-23,-80.00825499760718,40.473580544682655
1994847,0046N00141000000,2141 HOLYOKE ST,"MANASSA, VA",0,0,3,2018.94,754.13,Residential,Perry South,6,25,1,25,1,1-10,-80.01434172494935,40.46425708218246
1994848,0046K00330000000,2332 MAPLE AVE,"PITTSBURGH, PA",670.91,0,3,1789.09,182.63,Residential,Perry South,6,26,1,26,1,1-22,-80.00828155657486,40.467341648875774
1994849,0023A00334000000,1766 PERRYSVILLE AVE,"PITTSBURGH, PA",545.12,0,3,1452.7,0,Residential,Perry South,1,25,1,25,1,1-10,-80.01196489084094,40.460276741414
1994850,0046N00206000000,2131 WILSON AVE,"PITTSBURGH, PA",3055.32,0,3,9165.96,1120.24,Commercial,Perry South,6,25,1,25,1,1-10,-80.01287168888645,40.46458688822407
1994851,0077P00128000000,SHERLOCK ST,"PITTSBURGH, PA",15.25,0,3,45.75,5.59,Residential,Perry South,6,26,1,26,1,1-23,-80.0087476418672,40.47407112715641
1994852,0045S00063000000,701 CHAUTAUQUA CT,"PITTSBURGH, PA",359.08,0,3,752.16,483.7,Residential,Perry South,6,25,1,25,1,1-12,-80.01787687015158,40.46374281969664
1994853,0046A00014000000,2632 LELAND ST,"PITTSBURGH, PA",659.47,0,3,1373.33,429.35,Residential,Perry South,6,26,1,26,1,1-23,-80.01228797896033,40.47163271920035
1994854,0046K00273000000,217 SEABRIGHT ST,"PITTSBURGH, PA",725.03,0,3,2262.51,264.92,Residential,Perry South,6,26,1,26,1,1-22,-80.00960889132537,40.46621377199736
1994855,0046E00131000000,2620 KENN ST,"DENVER, NC",1345.66,0,3,3327.67,325.54,Residential,Perry South,6,26,1,26,1,1-12,-80.01429903962817,40.46797603694156
1994856,0077N00278000000,124 HAWKINS AVE,"PITTSBURGH, PA",606.11,0,3,1612.12,8.4,Residential,Perry South,6,26,1,26,1,1-23,-80.01455733271845,40.47264153470364
1994857,0045M00096000000,2456 N CHARLES ST,"PITTSBURGH, PA",314.5,0,3,943.5,115.31,Residential,Perry South,6,26,1,26,1,1-12,-80.01941763159,40.46643098882421
1994858,0046P00090000000,1936 CLAYTON AVE,"PITTSBURGH, PA",594.67,0,3,1784.01,218.04,Residential,Perry South,6,25,1,25,1,1-10,-80.01056851751245,40.46286036096672
1994859,0077N00158000000,314 MAYFIELD AVE,"PITTSBURGH, PA",0,0,3,1054.26,524.52,Residential,Perry South,6,26,1,26,1,1-23,-80.0141656682506,40.47357519762904
1994860,0022D00391000000,29 OVERLOOK ST,"PITTSBURGH, PA",0,0,3,763.93,29.88,Residential,Perry South,6,25,1,25,1,1-10,-80.01630618962822,40.4617411297547
1994861,0046E00189000000,224 CHESTER AVE,"BRIDGEVILLE, PA",362.14,0,3,733.78,33.82,Residential,Perry South,6,26,1,26,1,1-12,-80.0124540263351,40.46737428720623
1994862,0023A00158000000,12 GERANIUM ST,"PITTSBURGH, PA",146.25,0,3,456.07,58.54,Residential,Perry South,6,25,1,25,1,1-10,-80.01454065675411,40.46146571571984
1994863,0046A00093000000,2832 N CHARLES ST,"PITTSBURGH, PA",266.84,0,3,800.52,97.83,Residential,Perry South,6,26,1,26,1,1-23,-80.0126881716646,40.47002591941473
1994864,0046K00307000000,2327 MAPLE AVE,"PITTSBURGH, PA",0,0,3,1258.7,15.73,Residential,Perry South,6,26,1,26,1,1-22,-80.00872457084495,40.467058737120965
1994865,0046F00257000000,2417 MAPLE AVE,"PITTSBURGH, PA",0,0,3,90.11,0.66,Residential,Perry South,6,26,1,26,1,1-22,-80.0087402031408,40.46835532294752
1994866,0046J00343000000,2206 WILSON AVE,"TRAFFORD, PA",0,0,3,812.55,74.48,Residential,Perry South,6,26,1,26,1,1-12,-80.01246571120515,40.46505315533397
1994867,0046P00102000000,LITHGOW AVE,"VERONA, PA",15.25,0,3,45.75,5.59,Residential,Perry South,6,25,1,25,1,1-10,-80.010271671214,40.46350545715124
1994868,0126E00099000000,405 HASTINGS ST,"PITTSBURGH, PA",3270.7,0,3,5173.74,43.12,Residential,Point Breeze,9,14,2,14,4,2-17,-79.91387100574394,40.44987818432947
1994869,0126J00150000000,6647 WILKINS AVE,"GLEN ALLEN, VA",0,0,3,5567.45,201.68,Residential,Point Breeze,9,14,2,14,4,2-17,-79.9147418722267,40.446398382195255
1994870,0176E00130000000,588 EAST END AVE,"IRVING, TX",0,0,3,6764.43,526.1,Residential,Point Breeze,9,14,2,14,4,3-14,-79.89691346701196,40.44026556152944
1994871,0085L00012000000,1222 DENNISTON ST,"HOMESTEAD, PA",4765,0,3,12382.12,1490.33,Residential,Point Breeze,9,14,2,14,4,2-17,-79.92048513211513,40.44728308300006
1994872,0085S00122000000,1349 BEECHWOOD BLVD,"PITTSBURGH, PA",10202.83,0,3,5078.76,54.15,Residential,Point Breeze,9,14,2,14,4,2-17,-79.91763261339405,40.444896968167846
1994873,0085M00323000000,710 S LINDEN AVE,"HERMITAGE, PA",0,0,3,8152.44,793.82,Residential,Point Breeze,9,14,2,14,4,2-17,-79.91639306826433,40.44640207459762
1994874,0126L00057000000,324 LEROI RD,"EAST LANSING, MI",2634.09,0,3,8855.27,311.06,Residential,Point Breeze,9,14,2,14,4,3-14,-79.90464645727215,40.447569578602234
1994875,0126A00305000000,310 S LINDEN AVE,"IRVING, TX",0,0,3,16136.19,1030.9,Residential,Point Breeze,9,14,2,14,4,2-17,-79.91240692213239,40.45083057341776
1994876,0175N00277000000,7615 WAVERLY ST,"PITTSBURGH, PA",0,0,3,1595.4,1029.11,Residential,Point Breeze,9,14,2,14,4,3-14,-79.89553333432214,40.44466702359121
1994877,0126E00327000000,515 EDGERTON PL,"IRVING, TX",0,0,3,18915.15,1208.42,Residential,Point Breeze,9,14,2,14,4,2-17,-79.9127490305308,40.44794563123048
1994878,0175P00062000000,7711 WAVERLY ST,"IRVING, TX",0,0,3,5075.09,121.56,Residential,Point Breeze,9,14,2,14,4,3-14,-79.8942857749669,40.4442498238261
1994879,0126C00270000000,7012 PENN AVE,"IRVING, TX",0,0,3,2869.81,23.91,Residential,Point Breeze,9,14,2,14,4,3-14,-79.90581470878149,40.45042779756584
1994880,0126B00234000000,6901 YORKSHIRE DR,"WESTLAKE, TX",0,0,3,11542.74,977.92,Residential,Point Breeze,9,14,2,14,4,3-14,-79.90814736414225,40.45118771861971
1994881,0085L00036000000,918 HASTINGS ST,"IRVING, TX",0,0,3,6644.31,424.48,Residential,Point Breeze,9,14,2,14,4,2-17,-79.92053171997193,40.446038780709486
1994882,0126E00068000000,512 HASTINGS ST,"IRVING, TX",0,0,3,9285.7,832.9,Residential,Point Breeze,9,14,2,14,4,2-17,-79.9152961229035,40.44906966687601
1994883,0126D00191000000,7110 THOMAS BLVD,"PITTSBURGH, PA",6194.5,0,3,18583.5,2271.22,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.9019278658851,40.45118085352343
1994884,0126D00012000200,413 JONATHAN CT,"WILKINS TOWNSH, PA",1168.39,0,3,2946.72,231.82,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90013882318945,40.4526270135904
1994885,0125P00125000000,124 N LINDEN AVE,"SEWICKLEY, PA",2927.61,0,3,7806.96,243.97,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90931965075691,40.45325851908042
1994886,0175E00179000000,101 PENFIELD PL,"PITTSBURGH, PA",1402.84,0,3,4208.52,514.35,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.89746754315371,40.44820944215172
1994887,0125P00141000000,6730 THOMAS BLVD,"PITTSBURGH, PA",0,0,3,134.67,1.62,Commercial,Point Breeze North,9,14,2,14,4,3-14,-79.91026840761666,40.45404624683347
1994888,0126D00012000300,415 JONATHAN CT,"PITTSBURGH, PA",0,0,3,2911.52,302.18,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90010610220129,40.452672873118495
1994889,0125S00162000000,7115 JONATHAN ST,"PITTSBURGH, PA",928.23,0,3,2784.69,340.34,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90085881364466,40.45313162842351
1994890,0125R00087000000,6840 MCPHERSON BLVD,"PITTSBURGH, PA",0,0,3,2709.66,67.28,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90669499256153,40.453981836131454
1994891,0126D00202000000,7134 THOMAS BLVD,"PITTSBURGH, PA",0,0,3,8919.85,54.96,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90124831104033,40.45092978906671
1994892,0125S00168000000,7114 JONATHAN ST,"PITTSBURGH, PA",353.37,0,3,115.8,2.67,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90100277114641,40.452929126161045
1994893,0125R00149000000,6920 MCPHERSON BLVD,"PITTSBURGH, PA",0,0,3,2700.63,227.06,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90571115384037,40.45359296410692
1994894,0126D00242000000,7149 MEADE ST,"PITTSBURGH, PA",0,0,3,8941.7,1107.14,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90129646953203,40.45054499457365
1994895,0125S00170000000,7118 JONATHAN ST,"PITTSBURGH, PA",932.05,0,3,2341.81,286.79,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90088849584241,40.45288243190943
1994896,0126D00018000000,422 JONATHAN CT,"PITTSBURGH, PA",622.11,0,3,1402.43,415.4,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.89971785244104,40.45270988503931
1994897,0026E00041000000,3211 DOBSON ST,"PITTSBURGH, PA",5401.63,0,3,2904.77,5.59,Residential,Polish Hill,7,6,3,6,2,2-6,-79.96536673113953,40.458043095103754
1994898,0026J00168000000,RIDGWAY ST,"PITTSBURGH, PA",386.93,0,3,1138.46,315.63,Residential,Polish Hill,7,6,3,6,2,2-24,-79.96499519716481,40.45587421230646
1994899,0026E00070000000,3225 DOBSON ST,"PITTSBURGH, PA",726.93,0,3,2413.86,370.91,Residential,Polish Hill,7,6,3,6,2,2-6,-79.96497811836153,40.458193422035286
1994900,0026J00190000000,BIGELOW BLVD,"PITTSBURGH, PA",125.8,0,3,377.4,46.12,Residential,Polish Hill,7,6,3,6,2,2-24,-79.96302015495931,40.456585454429415
1994901,0026F00032000000,3439 MELWOOD AVE,"PITTSBURGH, PA",519.18,0,3,1805.63,124.81,Residential,Polish Hill,7,6,3,6,2,2-6,-79.9619739670795,40.459131372348736
1994902,0026E00214000000,3326 RUTHVEN ST,"UNIONTOWN, PA",1572.46,0,3,3165.74,242.43,Residential,Polish Hill,7,6,3,6,2,2-6,-79.96420463857424,40.459460510413614
1994903,0026F00092000100,3548 MELWOOD AVE,"PITTSBURGH, PA",1237.01,0,3,2903.66,224.79,Residential,Polish Hill,7,6,3,6,2,2-6,-79.95945475667394,40.45948578041384
1994904,0176E00094000000,704 EAST END AVE,"IRVING, TX",0,0,3,5758.05,367.86,Residential,Regent Square,9,14,3,14,4,2-16,-79.89619737300849,40.43835031390017
1994905,0177E00156000000,1140 LANCASTER AVE,"PITTSBURGH, PA",0,0,3,1540.59,8.56,Residential,Regent Square,5,14,3,14,4,2-16,-79.89755503614461,40.43011323091815
1994906,0176F00041000000,616 PEEBLES ST,"PITTSBURGH, PA",1963.93,0,3,3007.91,16.96,Residential,Regent Square,9,14,3,14,4,2-16,-79.89509394087561,40.43913774673604
1994907,0176N00099000000,956 MILTON ST,"PITTSBURGH, PA",0,0,3,4006.7,100.08,Residential,Regent Square,5,14,3,14,4,2-16,-79.89649519366714,40.43391902638782
1994908,0018C00105000000,176 JUNIUS ST,"PITTSBURGH, PA",1483.61,0,3,3604.44,278.49,Residential,Ridgemont,2,20,5,20,6,1-18,-80.0377618335543,40.43253731762701
1994909,0018G00151000000,127 HAMBURG ST,"PITTSBURGH, PA",0,0,3,2901.72,1994.68,Residential,Ridgemont,2,20,5,20,6,1-18,-80.03962496316542,40.42849831883851
1994910,0018G00153000000,131 HAMBURG ST,"PITTSBURGH, PA",718.57,0,3,2144.4,313.3,Residential,Ridgemont,2,20,5,20,6,1-18,-80.03948310194609,40.428460080356125
1994911,0052D00387000000,709 FILBERT ST,"DANVILLE, IL",0,0,3,1888.87,207.29,Residential,Shadyside,8,7,2,7,4,3-22,-79.93331973319141,40.452475605125606
1994912,0084M00076000000,6360 AURELIA ST,"PITTSBURGH, PA",2660.93,0,3,2578.95,93.81,Residential,Shadyside,8,7,2,7,4,3-13,-79.92025473114067,40.45727636977897
1994913,0085A00340000000,5732 KENTUCKY AVE,"PITTSBURGH, PA",7853.42,0,3,8679.68,1746.65,Commercial,Shadyside,8,7,2,7,4,3-11,-79.92876953795012,40.450705648055965
1994914,0084J00043000B00,555 S NEGLEY AVE UNIT 17,"NEWARK, NJ",2653.9,0,3,8209.79,1017.68,Residential,Shadyside,8,7,2,7,4,3-11,-79.93250177940178,40.45598842784472
1994915,0052D00258000000,725 COPELAND ST,"PITTSBURGH, PA",5767.56,0,3,14354.74,1279.48,Residential,Shadyside,8,7,2,7,4,3-22,-79.93469588671766,40.45139061028139
1994916,0084G00159000000,234 SWOPE ST,"CANONSBURG, PA",526.06,0,3,1569.9,287.03,Residential,Shadyside,8,7,2,7,4,3-11,-79.9229072830999,40.45843649863227
1994917,0085A00184000000,5705 WALNUT ST,"PITTSBURGH, PA",5493.09,0,3,12603.4,915.93,Residential,Shadyside,8,7,2,7,4,3-11,-79.93060817560307,40.452354924543855
1994918,0085A00011000000,5515 HOWE ST,"PITTSBURGH, PA",0,0,3,3748.43,48.3,Residential,Shadyside,8,7,2,7,4,3-22,-79.93278439987343,40.450753914259614
1994919,0051S00120000000,18 BROWNELL ST,"IRVING, TX",0,0,3,5165.23,1091.06,Residential,Shadyside,8,7,2,7,4,3-22,-79.93570710019243,40.45406428133085
1994920,0084N00108000000,612 SUMMERLEA ST,"PITTSBURGH, PA",0,0,3,7008.93,0,Residential,Shadyside,8,7,2,7,4,3-11,-79.93172247382891,40.45465707115415
1994921,0051R00182B00100,408 NOBLE ST,"IRVING, TX",0,0,3,5275.52,139.35,Residential,Shadyside,8,7,2,7,4,3-22,-79.93707596016036,40.45482964872479
1994922,0084K00314503300,363 S HIGHLAND AVE UNIT 503,"PITTSBURGH, PA",2240.29,0,3,6968.96,866.03,Residential,Shadyside,8,7,2,7,4,3-11,-79.92507205078729,40.45506875789509
1994923,0085A00222007200,5708 WALNUT ST APT G2,"PITTSBURGH, PA",3625.21,0,3,10875.63,1329.19,Residential,Shadyside,8,7,2,7,4,3-11,-79.9301572736113,40.4521171172374
1994924,0084K00160000200,354 LEHIGH AVE,"IRVING, TX",0,0,3,6787.55,285.08,Residential,Shadyside,8,7,2,7,4,3-11,-79.92673289980446,40.45567539509961
1994925,0051M00132040100,5570 CENTRE AVE UNIT 401,"PITTSBURGH, PA",0,0,3,4670.93,1712.6,Residential,Shadyside,8,7,2,7,4,3-22,-79.93415252996505,40.45600829066152
1994926,0084H00070043400,100 DENNISTON ST UNIT 434,"BROOKLYN, NY",4776.44,0,3,11941.15,1074.67,Residential,Shadyside,8,7,2,7,4,3-13,-79.92014963631281,40.45794351710411
1994927,0052E00158000200,ELLSWORTH TER,"WOODLAND HILLS, CA",205.85,0,3,411.7,29.15,Residential,Shadyside,8,7,2,7,4,2-9,-79.94681354129955,40.44978324674114
1994928,0084E00302041200,5850 CENTRE AVE UNIT 412,"EL TORO, CA",0,0,3,2624.54,167.68,Residential,Shadyside,8,7,2,7,4,3-11,-79.93046165384834,40.4580044143168
1994929,0052E00146000000,2 ELLSWORTH TER,"WOODLAND HILLS, CA",4765.02,0,3,9385.18,451.13,Residential,Shadyside,8,7,2,7,4,2-9,-79.94675382383868,40.449456612209325
1994930,0084J00076000000,ELLSWORTH AVE,"PITTSBURGH, PA",1904.1,0,3,5712.3,698.15,Commercial,Shadyside,8,7,2,7,4,3-11,-79.93098310289443,40.45563875705032
1994931,0051P00150000000,405 MOREWOOD AVE,"BRECKSVILLE, OH",0,0,3,8651.37,672.85,Residential,Shadyside,8,7,2,7,4,3-22,-79.94348142380926,40.45300108969839
1994932,0084S00061000000,407 DENNISTON ST,"PITTSBURGH, PA",1810.72,0,3,993.27,0,Residential,Shadyside,8,7,2,7,4,3-13,-79.91978166473052,40.45447454107253
1994933,0084P00107B00100,400 S HIGHLAND AVE UNIT B1,"IRVING, TX",0.01,0,3,2711.71,288.44,Residential,Shadyside,8,7,2,7,4,3-11,-79.92545253731247,40.45376246897399
1994934,0052H00076D00100,910 BELLEFONTE ST,"IRVING, TX",0.01,0,3,13334.42,467.4,Residential,Shadyside,8,7,2,7,4,3-22,-79.93335268315553,40.44981434219433
1994935,0084P00213000000,377 SPAHR ST,"PITTSBURGH, PA",0,0,3,10833.74,492.49,Residential,Shadyside,8,7,2,7,4,3-11,-79.9274398882779,40.45493346032471
1994936,0084J00042000000,555 S NEGLEY AVE,"PITTSBURGH, PA",234.45,0,3,693.51,105.63,Residential,Shadyside,8,7,2,7,4,3-11,-79.93261817521886,40.45614928081642
1994937,0084N00041000000,628 S NEGLEY AVE,"PITTSBURGH, PA",0,0,3,12418.56,463.83,Residential,Shadyside,8,7,2,7,4,3-22,-79.93252500568333,40.45394666667382
1994938,0051M00132040200,5570 CENTRE AVE UNIT 402,"PITTSBURGH, PA",0,0,3,13173.29,1750.92,Residential,Shadyside,8,7,2,7,4,3-22,-79.93419570613622,40.45616051891994
1994939,0052D00102000000,715 S AIKEN AVE,"PITTSBURGH, PA",0,0,3,23055.43,13305.58,Residential,Shadyside,8,7,2,7,4,3-22,-79.93572042002432,40.451487060190665
1994940,0084J00073000000,ELLSWORTH AVE,"PITTSBURGH, PA",2453.03,0,3,7359.09,899.41,Commercial,Shadyside,8,7,2,7,4,3-11,-79.93089488954892,40.45570714366875
1994941,0021J00178000000,2750 GLASGOW ST,"PITTSBURGH, PA",152.48,0,3,457.44,55.9,Residential,Sheraden,2,20,5,20,6,1-16,-80.04808428844679,40.456856573349896
1994942,0041A00106000000,3112 FARONIA ST,"PITTSBURGH, PA",11.11,0,3,1959.11,567.18,Residential,Sheraden,2,20,5,20,6,1-16,-80.0651763565726,40.45126377067496
1994943,0042R00018000000,733 SHERWOOD AVE,"PITTSBURGH, PA",1174.8,0,3,1753.16,82.23,Residential,Sheraden,2,20,5,20,6,1-16,-80.05687800643861,40.454728960052734
1994944,0042N00316000000,1327 JEFFERS ST,"PITTSBURGH, PA",775.76,0,3,1571.87,72.45,Residential,Sheraden,2,20,5,20,6,1-16,-80.06515148501747,40.45303578811252
1994945,0021J00048000000,2723 SACRAMENTO AVE,"PITTSBURGH, PA",688.08,0,3,2064.24,252.28,Residential,Sheraden,2,20,5,20,6,1-16,-80.04848334737619,40.455457792889774
1994946,0021N00133000000,2622 MERWYN AVE,"PITTSBURGH, PA",192.07,0,3,203.99,18.69,Residential,Sheraden,2,20,5,20,6,1-16,-80.04718167424893,40.45349165560059
1994947,0020A00038000000,GLEN MAWR ST,"PITTSBURGH, PA",7.62,0,3,22.86,2.8,Residential,Sheraden,2,20,5,20,6,1-16,-80.04793163494142,40.45253783580437
1994948,0042P00293000000,3030 ALLENDALE ST,"WEST PALM BEAC, FL",1101.69,0,3,3305.07,403.94,Residential,Sheraden,2,20,5,20,6,1-16,-80.05913911177595,40.45373397788976
1994949,0021N00026000000,GLEN MAWR ST,"PITTSBURGH, PA",0,0,3,446.22,350.92,Residential,Sheraden,2,20,5,20,6,1-16,-80.04870287758838,40.45305898425773
1994950,0042S00116000000,2752 BERGMAN ST,"PITTSBURGH, PA",1029.26,0,3,1594.1,209.11,Residential,Sheraden,2,20,5,20,6,1-16,-80.05157541529559,40.453442133092096
1994951,0021N00122000000,2598 MERWYN AVE,"PITTSBURGH, PA",520.35,0,3,1379.4,226.88,Residential,Sheraden,2,20,5,20,6,1-16,-80.04632799030719,40.45312396059043
1994952,0071S00142000000,1404 SWANTEK ST,"PITTSBURGH, PA",0,0,3,2602.62,716.45,Residential,Sheraden,2,20,5,20,6,1-16,-80.06901101668059,40.45368737202384
1994953,0042N00131000000,1122 FAIRDALE ST,"PITTSBURGH, PA",1048.32,0,3,3144.96,17.46,Residential,Sheraden,2,20,5,20,6,1-16,-80.06292805670266,40.45464870705836
1994954,0042L00303000000,3016 ASHLYN ST,"BRADFORDWOODS, PA",2273.86,0,3,6821.58,833.72,Commercial,Sheraden,2,20,5,20,6,1-16,-80.05552915166403,40.4555427721945
1994955,0042J00003000000,1128 MOYER ST,"PITTSBURGH, PA",539.41,0,3,1618.23,197.79,Residential,Sheraden,2,20,5,20,6,1-16,-80.0659946601352,40.45734208790397
1994956,0042E00019000000,3525 ALLENDALE ST,"PITTSBURGH, PA",944.23,0,3,2676.26,270.52,Residential,Sheraden,2,20,5,20,6,1-16,-80.06543798995929,40.45909348817718
1994957,0042G00272000000,3307 MOTOR ST,"PITTSBURGH, PA",385.01,0,3,1155.03,141.16,Residential,Sheraden,2,20,5,20,6,1-16,-80.05717295284862,40.45927202194097
1994958,0042M00012000000,541 SHERWOOD AVE,"PITTSBURGH, PA",0,0,3,4131.26,103.27,Residential,Sheraden,2,20,5,20,6,1-16,-80.05341585902488,40.45526933961417
1994959,0042J00298000000,3230 HUXLEY ST,"MURRAY, UT",0,0,3,1710.05,2583.55,Residential,Sheraden,2,20,5,20,6,1-16,-80.06364447291902,40.45522150231872
1994960,0042N00176000000,1208 SUTHERLAND ST,"PITTSBURGH, PA",74.89,0,3,224.67,27.45,Residential,Sheraden,2,20,5,20,6,1-16,-80.06288160384531,40.45379439798639
1994961,0021J00185000000,2910 GLASGOW ST,"PITTSBURGH, PA",88.1,0,3,101.1,11.99,Residential,Sheraden,2,20,5,20,6,1-16,-80.0485264816847,40.45722103478994
1994962,0042N00253000000,3142 KELVIN ST,"PITTSBURGH, PA",1042.59,0,3,3127.77,382.27,Residential,Sheraden,2,20,5,20,6,1-16,-80.06390599101971,40.453265043197575
1994963,0021J00052000000,2713 SACRAMENTO AVE,"PITTSBURGH, PA",535.6,0,3,1478.23,343.8,Residential,Sheraden,2,20,5,20,6,1-16,-80.04824523753683,40.45520395483951
