_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
1978549,0032E00294000000,HORN ST,"PITTSBURGH, PA",55.35,0,0,0,0,Residential,,,,,,,,,
1978550,0033C00201000000,501 BROWNSVILLE RD,"ROCKVILLE, MD",24.27,0,0,0,0,Commercial,,,,,,,,,
1978551,0008D00020000002,412 E COMMONS,"PITTSBURGH, PA",16448.78,0,0,0,0,Commercial,Allegheny Center,1,22,1,22,1,1-6,-80.00240627879427,40.45130651885126
1978552,0008D00020000001,412 E COMMONS,"PITTSBURGH, PA",226.82,0,0,0,0,Commercial,Allegheny Center,1,22,1,22,1,1-6,-80.00285552081374,40.45122049816906
1978553,0008C00155000400,1 ALLEGHENY SQ,"PITTSBURGH, PA",4112.16,0,0,0,0,Commercial,Allegheny Center,1,22,1,22,1,1-6,-80.00582464304614,40.45180879533943
1978554,0007D00268858200,858 N LINCOLN AVE UNIT 2,"ALLISON PARK, PA",1029.24,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01614931787361,40.45125075757777
1978555,0007D00268085600,856 N LINCOLN AVE,"ALLISON PARK, PA",1029.24,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01610136274532,40.45121823803873
1978556,0008A00015000000,806 WESTERN AVE,"PITTSBURGH, PA",2826.61,0,0,0,0,Commercial,Allegheny West,1,22,1,22,1,1-7,-80.01446102145411,40.4524959171477
1978557,0007D00268858300,858 N LINCOLN AVE UNIT 3,"ALLISON PARK, PA",1029.24,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01611393833285,40.451257755067566
1978558,0007D00268858100,858 N LINCOLN AVE UNIT 1,"ALLISON PARK, PA",1029.24,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01613645746858,40.45121105533497
1978559,0022S00061000000,930 BEECH AVE,"PITTSBURGH, PA",6148.76,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.018189475749,40.452796285639515
1978560,0022S00108000000,909 W NORTH AVE,"PITTSBURGH, PA",499.37,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01741492984365,40.45325815441406
1978561,0007D00268856400,858 N LINCOLN AVE UNIT 4,"ALLISON PARK, PA",1029.24,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01614396356048,40.45129339800875
1978562,0007D00185000000,939 WESTERN AVE,"PITTSBURGH, PA",9566.96,0,0,0,0,Commercial,Allegheny West,1,22,1,22,1,1-7,-80.01792629151932,40.451445557135735
1978563,0008A00014000000,901 BRIGHTON RD,"PITTSBURGH, PA",472.69,0,0,0,0,Commercial,Allegheny West,1,22,1,22,1,1-7,-80.01431657713043,40.45252555861548
1978564,0022S00111000000,915 W NORTH AVE,"PITTSBURGH, PA",4561.07,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01761819884047,40.45321929667879
1978565,0022S00105000000,1019 GALVESTON AVE,"IRVING, TX",1639.18,0,0,0,0,Residential,Allegheny West,1,22,1,22,1,1-7,-80.01720726234183,40.45335050867386
1978566,0014A00306000000,703 EXCELSIOR ST,"PITTSBURGH, PA",762.4,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9957065393802,40.422888734329774
1978567,0014C00085000000,1089 ARLINGTON AVE,"PITTSBURGH, PA",86.28,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99043759986989,40.422697995718536
1978568,0003P00228000000,830 MCLAIN ST,"PITTSBURGH, PA",444.11,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99289992875758,40.4241058802396
1978569,0014L00024000000,944 LILLIAN ST,"PITTSBURGH, PA",13.22,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9890709311323,40.41868587402075
1978570,0003N00141000000,609 EUREKA ST,"PITTSBURGH, PA",26.68,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99727055254627,40.42381301539166
1978571,0014B00329000000,40 EMERALD ST,"PITTSBURGH, PA",56.39,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99173627594563,40.42253644261579
1978572,0014B00013000000,21 ALLEN ST,"BEAVER FALLS, PA",665.2,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99400731249989,40.42340868421142
1978573,0014G00009000000,332 KNOX AVE,"PITTSBURGH, PA",346.91,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99094830052175,40.41929233428575
1978574,0014E00252000000,625 FREELAND ST,"PITTSBURGH, PA",434.57,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99631640973726,40.419326062042906
1978575,0014C00285000000,950 E WARRINGTON AVE,"PITTSBURGH, PA",192.51,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9897503890082,40.4216515653996
1978576,0014E00174000100,621 INDUSTRY ST,"PITTSBURGH, PA",152.5,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99644858494464,40.420956374489045
1978577,0014C00341000000,969 MANTON WAY,"SAN ANTONIO, TX",568.01,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.98913365415656,40.42150416370869
1978578,0014B00180000000,836 EUREKA ST,"PITTSBURGH, PA",385.03,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9924240002697,40.42351798816178
1978579,0014B00134000000,728 E WARRINGTON AVE,"PITTSBURGH, PA",1238.9,0,0,0,0,Commercial,Allentown,3,18,4,18,3,4-21,-79.99466401165806,40.421637565959536
1978580,0014F00083000000,738 FREELAND ST,"SOUTH PARK, PA",308.77,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99426407373441,40.41901057234451
1978581,0003P00234000000,835 EUREKA ST,"SANFORD, NC",476.52,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9924682218855,40.423911022116656
1978582,0014F00011000000,320 WALTER ST,"BROOKLYN, NY",690,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99500005362158,40.41929580623595
1978583,0014F00313000000,825 FREELAND ST,"PITTSBURGH, PA",615.65,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99261257172006,40.41939973203487
1978584,0014E00188000000,636 INDUSTRY ST,"PITTSBURGH, PA",648.06,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99592434347832,40.42062825479176
1978585,0014A00209000000,66 MILLBRIDGE ST,"PITTSBURGH, PA",1296.08,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9959845142573,40.42224683313302
1978586,0014F00353000000,830 FREELAND ST,"PITTSBURGH, PA",438.4,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9924217137399,40.41897142075466
1978587,0003P00027000000,29 ROANOKE ST,"BETHEL PARK, PA",3680.49,0,0,0,0,Residential,Allentown,2,18,4,18,3,4-5,-79.99253170064301,40.42600679054933
1978588,0014G00092000000,1511 ARLINGTON AVE,"PITTSBURGH, PA",712.85,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.98872119610627,40.419048601730594
1978589,0014E00251000000,621 FREELAND ST,"MAYWOOD, NJ",409.8,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99641574429121,40.419240883428365
1978590,0003P00266000000,19 EMERALD ST,"PITTSBURGH, PA",153.3,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99197224210803,40.423695352602095
1978591,0003P00257000000,913 EUREKA ST,"GREENTOWN, PA",621.38,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99130758107934,40.424037203424966
1978592,0014C00024000000,920 EXCELSIOR ST,"PITTSBURGH, PA",495.58,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99108582463052,40.423036034078365
1978593,0014C00353000000,941 MANTON WAY,"PITTSBURGH, PA",28.19,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9902164506183,40.4214866548008
1978594,0014B00204000000,840 CERES WAY,"SOUTH PARK, PA",514.64,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99219454892108,40.42315723470653
1978595,0014F00013000000,316 WALTER ST,"PITTSBURGH, PA",388.85,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99499836615252,40.41943125602592
1978596,0014E00208000000,611 CLIMAX ST,"PITTSBURGH, PA",1768.79,0,0,0,0,Commercial,Allentown,3,18,4,18,3,4-21,-79.99669509867054,40.4201638617745
1978597,0014K00043000000,852 LILLIAN ST,"PITTSBURGH, PA",274.48,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99157880339129,40.41859719915006
1978598,0014A00239000000,73 BELTZHOOVER AVE,"PITTSBURGH, PA",255.42,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99724688739884,40.42302067560775
1978599,0014B00271000000,821 CARNIVAL WAY,"BREA, CA",322.13,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99297338719768,40.42246411735918
1978600,0014E00189000000,632 INDUSTRY ST,"PITTSBURGH, PA",518.45,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99601762559129,40.420566391207366
1978601,0014B00119000000,737 E WARRINGTON AVE,"PITTSBURGH, PA",2303.2,0,0,0,0,Commercial,Allentown,3,18,4,18,3,4-5,-79.99446015778918,40.42207119995678
1978602,0014F00329000000,850 LOYAL WAY,"WESTLAKE, TX",219.2,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99171108830342,40.41950202583683
1978603,0014G00196000000,905 CLIMAX ST,"OKLAHOMA CITY, OK",177.97,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99020135904927,40.42026363938131
1978604,0014C00293000000,971 MANTON WAY,"PITTSBURGH, PA",890.12,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.98902509309941,40.421574583257126
1978605,0014C00266000000,917 E WARRINGTON AVE,"PITTSBURGH, PA",247.78,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9910217813281,40.4219709559968
1978606,0014E00281000000,622 FREELAND ST,"PITTSBURGH, PA",463.17,0,0,0,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99639300423081,40.41899228088927
1978607,0013R00085000000,229 ROTHMAN ST,"PITTSBURGH, PA",198.22,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97258091710438,40.415052569554554
1978608,0013P00009000A00,2125 JONQUIL WAY,"KINGSTON, TN",375.5,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97657307777497,40.416130099421125
1978609,0013P00041000000,227 STERLING ST,"PITTSBURGH, PA",203.94,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97458476687743,40.41524634194777
1978610,0013L00334000000,2325 SPRING ST,"PITTSBURGH, PA",554.66,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97369114505337,40.41640856652732
1978611,0013L00188000000,124 FITLER ST,"PITTSBURGH, PA",712.87,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97076973486297,40.4169032341157
1978612,0013M00239000000,124 RINNE ST,"PITTSBURGH, PA",43.17,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96888579353944,40.41657987140278
1978613,0013P00040000000,225 STERLING ST,"PITTSBURGH, PA",188.06,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97458314431317,40.41531399031073
1978614,0013P00134000000,215 FERNLEAF ST,"PITTSBURGH, PA",68.72,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97591708386307,40.41561064403992
1978615,0013R00221000000,2432 SPRING ST,"PITTSBURGH, PA",74.53,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97185203547944,40.41578292549983
1978616,0013L00228000000,2338 ARLINGTON AVE,"PITTSBURGH, PA",38.05,0,0,0,0,Commercial,Arlington,3,16,4,16,3,4-22,-79.97304476578002,40.417226763282464
1978617,0013K00094000000,2025 NORTE WAY,"PITTSBURGH, PA",371.68,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97750189318796,40.41752626772119
1978618,0013L00202000000,117 CLOVER ST,"PITTSBURGH, PA",184.14,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97118126661533,40.41701938914006
1978619,0032D00208000000,101 EADS ST,"PITTSBURGH, PA",556.55,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-13,-79.96841177998041,40.41259526302736
1978620,0013L00241000000,ARLINGTON AVE,"PITTSBURGH, PA",20.98,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-22,-79.97385473166197,40.41710417526384
1978621,0013S00231000000,225 GOLDBACH ST,"PITTSBURGH, PA",46.47,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96939236708295,40.41484105509036
1978622,0031E00167000000,738 BAJO ST,"PITTSBURGH, PA",144.86,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-13,-79.96426188025274,40.40959832134744
1978623,0030N00025000000,2939 SPRING ST,"PITTSBURGH, PA",182.37,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96556216670979,40.415695992237424
1978624,0031A00132000000,404 FELMETH ST,"NEDERLAND, TX",798.57,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96381050203486,40.41308824593824
1978625,0013L00227000000,2400 ARLINGTON AVE,"PITTSBURGH, PA",1339.92,0,0,0,0,Commercial,Arlington,3,16,4,16,3,4-22,-79.9728573208422,40.41720366622932
1978626,0013K00244000000,2219 SPRING ST,"PITTSBURGH, PA",842.45,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97519103809536,40.41654098930263
1978627,0013M00250000000,119 RINNE ST,"PITTSBURGH, PA",665.21,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96835598164888,40.41671437127195
1978628,0013N00223000000,439 PARKWOOD RD,"POMONA, CA",190.6,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97976988407108,40.41453513947312
1978629,0013L00246000000,2304 ARLINGTON AVE,"IMPERIAL, PA",590.86,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97431840737272,40.41698600858878
1978630,0013M00234000000,114 RINNE ST,"PITTSBURGH, PA",157.7,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.9688348458542,40.41685542774131
1978631,0013P00047000000,239 STERLING ST,"PITTSBURGH, PA",240.79,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97465970432647,40.41483397578913
1978632,0013P00034000000,211 STERLING ST,"PITTSBURGH, PA",362.38,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97449958108093,40.415760271466176
1978633,0013R00264000000,2429 SPRING ST,"SEWICKLEY, PA",648.04,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97204670566205,40.41623844033138
1978634,0030N00036000000,2938 SPRING ST,"IRVING, TX",168.28,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96588578122342,40.41535631354097
1978635,0013R00229000000,2416 SPRING ST,"PITTSBURGH, PA",642.33,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97253637031287,40.41585318498693
1978636,0013M00246000000,127 RINNE ST,"PITTSBURGH, PA",35.25,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96840488612905,40.41645646831885
1978637,0013P00017000000,2204 SPRING ST,"PITTSBURGH, PA",571.8,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97583897888877,40.416148246062974
1978638,0013M00203000000,2700 ARLINGTON AVE,"PITTSBURGH, PA",91.64,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-22,-79.96974074371597,40.417351562973536
1978639,0013N00221000000,439 PARKWOOD RD,"POMONA, CA",59.03,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97989252195363,40.41452589654124
1978640,0013P00038000000,223 STERLING ST,"PITTSBURGH, PA",263.03,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97456531808147,40.41538277790988
1978641,0013S00118000000,2922 DEVLIN ST,"PITTSBURGH, PA",209.66,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.9665977164397,40.414639345415914
1978642,0013S00223000000,WIESE ST,"PITTSBURGH, PA",192.52,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96939026696685,40.41433685746237
1978643,0013P00092000000,228 STERLING ST,"PITTSBURGH, PA",191.23,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97522746821059,40.41527518287563
1978644,0013L00342000000,2311 SPRING ST,"PITTSBURGH, PA",223.63,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.9741578888364,40.41646116146096
1978645,0013P00083000000,258 STERLING ST,"PITTSBURGH, PA",251.97,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97525384822374,40.41437793628302
1978646,0013S00221000000,2808 WIESE ST,"PITTSBURGH, PA",568.01,0,0,0,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96921049750623,40.41431915944566
1978647,0036F00186000000,2645 WINCHESTER DR,"CARNEGIE, PA",410.81,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04312985077094,40.41096024891992
1978648,0063F00053000000,2210 MCMONAGLE AVE,"PITTSBURGH, PA",37.86,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04503760255086,40.40023154664642
1978649,0063E00042000000,2245 OLD OAK DR,"DES MOINES, IA",1254.9,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04583277054887,40.40127625869714
1978650,0017M00214000000,155 BANKSVILLE PL,"PITTSBURGH, PA",2369.17,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03333901756113,40.41711169735833
1978651,0017M00213000000,151 BANKSVILLE PL,"PITTSBURGH, PA",2380.61,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03340388201183,40.41709323132295
1978652,0036P00102000000,2297 CRESTVIEW RD,"PITTSBURGH, PA",664.97,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04246187067658,40.4057462204031
1978653,0036D00120000000,ROSEBERRY ST,"PITTSBURGH, PA",310.69,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03284330720625,40.41294158427033
1978654,0063F00254000000,2945 STRACHAN AVE,"IRVING, TX",1757.36,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.0413458642902,40.40044406736088
1978655,0036J00180000000,2460 POTOMAC AVE,"POMONA, CA",30.67,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04739655052992,40.40794018789148
1978656,0036B00055000000,1348 CARNAHAN RD,"SPRINGFIELD, IL",3557.35,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04204094934067,40.41315537647661
1978657,0063G00016000000,2930 STRACHAN AVE,"PITTSBURGH, PA",2226.21,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04109726981966,40.401147944361355
1978658,0017M00211000000,143 BANKSVILLE PL,"PITTSBURGH, PA",2371.07,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03354249276566,40.417066595366194
1978659,0035A00295000000,ROSEBERRY ST,"PITTSBURGH, PA",299.25,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03236276513243,40.412679685970645
1978660,0036N00269000000,2430 PIN OAK PL,"PITTSBURGH, PA",1727.58,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04807158110081,40.40631222252351
1978661,0063E00214000000,2333 MCMONAGLE AVE,"PITTSBURGH, PA",2090.89,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04818971242304,40.40053702997773
1978662,0035A00290000000,ROSEBERRY ST,"PITTSBURGH, PA",308.77,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03246658025763,40.412419596088
1978663,0063C00214000000,2725 STRACHAN AVE,"PITTSBURGH, PA",359.35,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03841864661612,40.40272729461942
1978664,0017P00112000000,1496 DALELAND AVE,"PITTSBURGH, PA",1141.59,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.0420220022089,40.415674139749285
1978665,0036J00105000000,2576 ALLENDER AVE,"PITTSBURGH, PA",1096.69,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04711447168994,40.40690249966381
1978666,0063E00216000000,2501 N MEADOWCROFT AVE,"PITTSBURGH, PA",35.81,0,0,0,0,Residential,Banksville,,,5,,,,-80.04837248554004,40.40060985420919
1978667,0036D00115000000,ROSEBERRY ST,"PITTSBURGH, PA",310.69,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03304180446787,40.412725841379206
1978668,0035A00285000000,ROSEBERRY ST,"PITTSBURGH, PA",310.69,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03263717653385,40.41220234834057
1978669,0063E00140000000,2384 MCMONAGLE AVE,"PITTSBURGH, PA",43.67,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04943600973769,40.40139132484456
1978670,0017P00082000000,1499 DALELAND AVE,"PITTSBURGH, PA",47.59,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04182940432177,40.4150725004524
1978671,0063E00100000000,2311 ALLENDER AVE,"PITTSBURGH, PA",1165.31,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04719640367574,40.401161403059696
1978672,0036D00100000000,1535 ROSEBERRY ST,"PITTSBURGH, PA",1634.18,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03345734023571,40.412260608135
1978673,0036K00214000000,2370 CRESTVIEW RD,"PITTSBURGH, PA",44.8,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04400318495854,40.407351340024746
1978674,0017M00155000000,1111 CRANE AVE,"PITTSBURGH, PA",2049.71,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03485319625796,40.41676870722674
1978675,0036N00114000000,2458 ALLENDER AVE,"PITTSBURGH, PA",417.86,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04700939599088,40.40461331355288
1978676,0036J00330000000,226 ORIOLE DR,"PITTSBURGH, PA",898.12,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04625338613178,40.408627400012826
1978677,0017M00190000000,1111 CRANE AVE,"PITTSBURGH, PA",657.58,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03426221996601,40.4164382492855
1978678,0017M00210000000,139 BANKSVILLE PL,"PITTSBURGH, PA",2433.97,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03367757295987,40.41709459961529
1978679,0036K00100000000,2350 ROSEGARDEN RD,"PITTSBURGH, PA",2058.48,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04259082050483,40.407575857945375
1978680,0017M00212000000,147 BANKSVILLE PL,"PITTSBURGH, PA",2388.23,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.0334747149694,40.4170792335036
1978681,0036D00110000000,ROSEBERRY ST,"CARNEGIE, PA",310.69,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03323024027962,40.41251345973221
1978682,0036R00086000000,2854 BANKSVILLE RD,"HOUSTON, TX",10780.33,0,0,0,0,Commercial,Banksville,2,20,5,20,6,4-9,-80.03955771900438,40.40475490730074
1978683,0063A00340000000,2338 OAK MANOR DR,"PITTSBURGH, PA",776.93,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04567286974545,40.40220374740804
1978684,0063C00233000000,2823 STRACHAN AVE,"PITTSBURGH, PA",1240.82,0,0,0,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03936452791741,40.401891302380726
1978685,0025S00061000000,2941 LEANDER ST,"PITTSBURGH, PA",981.6,0,0,0,0,Residential,Bedford Dwellings,7,6,3,6,2,2-24,-79.96723886672896,40.454800210624526
1978686,0025S00208000000,2827 BEDFORD AVE,"HARRISBURG, PA",5946.72,0,0,0,0,Commercial,Bedford Dwellings,6,5,3,5,2,2-5,-79.96850179258799,40.453302457468695
1978687,0010C00079000000,2616 BEDFORD AVE,"PITTSBURGH, PA",1057.84,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.97079332852451,40.45117647728217
1978688,0010D00167000A00,2711 WEBSTER AVE,"PITTSBURGH, PA",143.61,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96949823336118,40.45108487630857
1978689,0010D00168000000,WEBSTER AVE,"PITTSBURGH, PA",28.6,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96958330857673,40.45104734203999
1978690,0010D00167000000,WEBSTER AVE,"PITTSBURGH, PA",28.6,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96954194807006,40.451064828638046
1978691,0025S00158000000,2827 BEDFORD AVE,"HARRISBURG, PA",121.99,0,0,0,0,Commercial,Bedford Dwellings,6,5,3,5,2,2-5,-79.96802296733297,40.45370276248875
1978692,0025S00155000000,2827 BEDFORD AVE,"HARRISBURG, PA",118.19,0,0,0,0,Commercial,Bedford Dwellings,6,5,3,5,2,2-5,-79.96781975818787,40.4537841951768
1978693,0010D00173000000,705 FRANCIS ST,"PITTSBURGH, PA",233.04,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.97023384554282,40.45109443122969
1978694,0010C00011000000,717 WATT LN,"PITTSBURGH, PA",726.2,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.97219069227751,40.450470772912695
1978695,0010G00268000000,2525 WEBSTER AVE,"PITTSBURGH, PA",729.11,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.97171773494233,40.45016011052672
1978696,0025S00176000000,2910 WHITE ST,"PITTSBURGH, PA",47.58,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.96780071477905,40.45333528253694
1978697,0010G00270000000,706 WATT LN,"PITTSBURGH, PA",100,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.97185895952688,40.45027271428189
1978698,0010C00007000000,BEDFORD AVE,"PITTSBURGH, PA",26.68,0,0,0,0,Residential,Bedford Dwellings,6,5,3,5,2,2-5,-79.97233384194817,40.4505362180454
1978699,0025S00156000000,2827 BEDFORD AVE,"HARRISBURG, PA",118.18,0,0,0,0,Commercial,Bedford Dwellings,6,5,3,5,2,2-5,-79.96790226532627,40.45375231698702
1978700,0025S00154000000,WHITE ST,"HARRISBURG, PA",118.17,0,0,0,0,Commercial,Bedford Dwellings,6,5,3,5,2,2-5,-79.96773894336496,40.45381479644025
1978701,0035E00062000000,1550 NAPOLEON ST,"PITTSBURGH, PA",169.25,0,0,0,0,Residential,Beechview,4,19,5,19,6,4-28,-80.0295342067063,40.410775071509775
1978702,0035A00129000000,1459 BANKSVILLE RD,"PITTSBURGH, PA",4235.13,0,0,0,0,Commercial,Beechview,4,19,5,19,6,4-9,-80.03008762411228,40.413176568578095
1978703,0016P00010000000,ALVERADO AVE,"PITTSBURGH, PA",114.36,0,0,0,0,Residential,Beechview,4,19,5,19,6,4-28,-80.02828348104946,40.4144359439816
1978704,0035L00151000000,1719 DAGMAR AVE,"PITTSBURGH, PA",1122.65,0,0,0,0,Residential,Beechview,4,19,5,19,6,4-28,-80.02242285682206,40.40804902832948
